Hotel,Customer Country,Customer ID,Booking_ID,Booking Date,Lead Time,Arrival Date,Weekend Nights,Week Nights,Adults,Children,is_canceled,Meal,Market Segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,Customer Cancel Count,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
Resort Hotel - Delhi,France,CUST_526,INN00302,25-Aug-24,40,4-Oct-24,2,5,2,0,0,HB,Online TA,0,0,0,A,A,0,2,166,0,0,Check-Out
Resort Hotel - Chandigarh,India,CUST_442,INN00303,16-Mar-24,59,14-May-24,2,6,2,0,1,BB,Online TA,0,0,0,D,D,0,0,111.25,0,2,Canceled
Resort Hotel - Pune,India,CUST_320,INN00304,31-Dec-23,79,19-Mar-24,2,6,2,2,0,HB,Direct,0,0,0,G,G,1,1,213.75,0,0,Check-Out
Resort Hotel - Bhopal,Australia,CUST_068,INN00305,23-Mar-24,32,24-Apr-24,4,6,2,0,0,HB,Online TA,0,0,0,E,E,1,2,178,1,0,Check-Out
Resort Hotel - Pune,Australia,CUST_548,INN00306,22-Nov-23,110,11-Mar-24,2,5,2,0,0,BB,Direct,0,0,0,A,A,0,1,113.9,0,1,Check-Out
Resort Hotel - Delhi,UK,CUST_354,INN00307,13-Apr-24,33,16-May-24,2,5,2,0,0,BB,Online TA,0,0,0,E,E,0,1,129.29,1,0,Check-Out
Resort Hotel - Indore,UAE,CUST_587,INN00308,29-Dec-23,53,20-Feb-24,1,0,2,2,0,BB,Online TA,0,0,0,G,G,0,2,153,1,0,Check-Out
Resort Hotel - Chandigarh,France,CUST_266,INN00309,20-May-24,2,22-May-24,1,0,2,0,0,BB,Online TA,0,0,0,A,A,0,0,98,1,2,Check-Out
Resort Hotel - Bangalore,France,CUST_316,INN00310,20-Oct-24,8,28-Oct-24,2,4,2,1,0,BB,Online TA,0,0,0,A,A,0,1,169,1,2,Check-Out
Resort Hotel - Bhopal,India,CUST_091,INN00311,2-Aug-24,72,13-Oct-24,2,4,2,0,1,BB,Online TA,0,0,0,A,A,0,1,93,0,2,Canceled
Resort Hotel - Hyderabad,France,CUST_166,INN00312,27-Feb-24,12,10-Mar-24,2,5,2,0,0,BB,Online TA,0,0,0,A,A,0,1,132.29,0,0,Check-Out
Resort Hotel - Bhopal,Canada,CUST_559,INN00313,31-May-24,48,18-Jul-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,2,123,0,1,Check-Out
Resort Hotel - Chennai,India,CUST_522,INN00314,26-Apr-24,90,25-Jul-24,2,5,2,0,0,FB,Offline TA/TO,0,0,0,A,A,0,1,117.22,0,1,Check-Out
Resort Hotel - Hyderabad,Canada,CUST_489,INN00315,15-Jun-24,34,19-Jul-24,2,5,2,1,0,HB,Offline TA/TO,0,0,0,D,D,1,1,149,0,1,Check-Out
Resort Hotel - Hyderabad,Australia,CUST_178,INN00316,15-Oct-24,58,12-Dec-24,2,5,3,1,1,BB,Direct,0,0,0,C,C,0,1,164.57,0,1,Canceled
Resort Hotel - Jaipur,UK,CUST_134,INN00317,28-Dec-23,59,25-Feb-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,2,107,0,0,Check-Out
Resort Hotel - Chennai,Germany,CUST_315,INN00318,11-Aug-24,90,9-Nov-24,2,5,2,1,0,FB,Offline TA/TO,0,0,0,A,A,0,2,117.22,1,2,Check-Out
Resort Hotel - Delhi,France,CUST_216,INN00319,1-Nov-23,116,25-Feb-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,E,E,0,0,119.25,0,0,Check-Out
Resort Hotel - Indore,France,CUST_306,INN00320,28-Oct-24,31,28-Nov-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,1,123,0,0,Check-Out
Resort Hotel - Hyderabad,India,CUST_180,INN00321,6-Mar-24,51,26-Apr-24,2,5,2,0,1,HB,Online TA,0,0,0,A,A,0,0,105.71,0,0,Canceled
Resort Hotel - Lucknow,Germany,CUST_305,INN00322,29-Jul-24,48,15-Sep-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,1,123,0,1,Check-Out
Resort Hotel - Mumbai,Germany,CUST_045,INN00323,30-Dec-23,59,27-Feb-24,2,5,2,0,0,BB,Online TA,0,0,0,E,E,0,1,144.43,1,2,Check-Out
Resort Hotel - Kolkata,India,CUST_490,INN00324,22-Jun-24,97,27-Sep-24,3,5,2,0,1,BB,Online TA,0,0,0,E,E,0,1,126,0,1,Canceled
Resort Hotel - Pune,India,CUST_211,INN00325,8-Sep-24,12,20-Sep-24,4,5,2,0,0,HB,Online TA,0,0,0,A,A,0,0,148.3,1,2,Check-Out
Resort Hotel - Bhopal,France,CUST_506,INN00326,17-Sep-24,64,20-Nov-24,4,5,2,0,0,BB,Online TA,0,0,0,A,A,0,1,125.22,0,1,Check-Out
Resort Hotel - Chennai,India,CUST_030,INN00327,25-Oct-24,31,25-Nov-24,4,7,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,0,123,0,0,Check-Out
Resort Hotel - Kochi,Germany,CUST_525,INN00328,29-Jan-24,59,28-Mar-24,4,7,2,0,0,HB,Offline TA/TO,0,0,0,A,A,0,0,130,1,1,Check-Out
Resort Hotel - Kochi,France,CUST_116,INN00329,28-Sep-24,55,22-Nov-24,4,10,2,10,1,BB,Offline TA/TO,0,0,0,D,D,2,0,133.16,0,1,No-Show
Resort Hotel - Indore,India,CUST_140,INN00330,4-Jul-24,81,23-Sep-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,0,78.84,0,0,Check-Out
Resort Hotel - Delhi,India,CUST_540,INN00331,2-Sep-24,1,3-Sep-24,1,0,2,0,0,BB,Online TA,0,0,0,A,A,0,3,80.1,0,0,Check-Out
Resort Hotel - Kochi,Australia,CUST_568,INN00332,11-Apr-24,34,15-May-24,2,0,2,2,0,BB,Online TA,0,0,0,G,G,0,2,193,0,1,Check-Out
Resort Hotel - Hyderabad,Canada,CUST_599,INN00333,21-Feb-24,13,5-Mar-24,2,0,2,0,0,BB,Online TA,0,0,0,A,A,0,2,88.2,0,0,Check-Out
Resort Hotel - Ahmedabad,India,CUST_352,INN00334,9-Dec-23,40,18-Jan-24,2,0,2,0,0,BB,Online TA,0,0,0,F,E,0,1,90.71,0,0,Check-Out
Resort Hotel - Indore,Germany,CUST_505,INN00335,19-Oct-24,1,20-Oct-24,2,0,2,0,0,BB,Online TA,0,0,0,A,B,0,0,114.5,0,1,Check-Out
Resort Hotel - Bangalore,Australia,CUST_058,INN00336,9-Nov-24,34,13-Dec-24,2,0,2,0,0,BB,Online TA,0,0,0,A,A,0,1,120.2,0,1,Check-Out
Resort Hotel - Indore,USA,CUST_153,INN00337,28-May-24,88,24-Aug-24,2,1,2,0,0,BB,Offline TA/TO,0,0,0,D,D,1,0,79.5,0,0,Check-Out
Resort Hotel - Bhopal,Germany,CUST_575,INN00338,7-Oct-24,9,16-Oct-24,2,1,2,0,0,BB,Online TA,0,0,0,A,A,0,1,117.9,0,3,Check-Out
Resort Hotel - Delhi,Canada,CUST_519,INN00339,5-Jan-24,24,29-Jan-24,2,1,2,0,1,HB,Online TA,0,0,0,A,A,0,1,128,0,0,Canceled
Resort Hotel - Bangalore,India,CUST_491,INN00340,4-Jun-24,97,9-Sep-24,2,2,2,0,0,BB,Offline TA/TO,0,0,0,A,D,0,1,90.95,0,0,Check-Out
Resort Hotel - Hyderabad,France,CUST_286,INN00341,15-Apr-24,60,14-Jun-24,2,2,2,1,0,BB,Online TA,0,0,0,E,E,2,3,107,0,2,Check-Out
Resort Hotel - Pune,Germany,CUST_145,INN00342,19-Apr-24,100,28-Jul-24,2,2,2,2,0,BB,Direct,0,0,0,G,G,0,0,130.05,1,1,Check-Out
Resort Hotel - Bangalore,India,CUST_301,INN00343,28-Jun-24,50,17-Aug-24,2,3,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,1,123,0,0,Check-Out
Resort Hotel - Chandigarh,India,CUST_332,INN00344,11-Dec-23,47,27-Jan-24,2,3,2,0,1,BB,Online TA,0,0,0,F,F,0,0,103.8,0,0,No-Show
Resort Hotel - Kochi,Canada,CUST_249,INN00345,28-Jan-24,8,5-Feb-24,2,3,2,2,0,BB,Online TA,0,0,0,H,H,0,0,196,0,1,Check-Out
Resort Hotel - Kochi,USA,CUST_213,INN00346,1-Apr-24,34,5-May-24,2,3,2,0,0,HB,Online TA,0,0,0,D,D,0,1,149.4,1,0,Check-Out
Resort Hotel - Chandigarh,Canada,CUST_299,INN00347,17-Dec-23,47,2-Feb-24,2,5,2,0,0,BB,Online TA,0,0,0,G,G,0,1,175.71,0,0,Check-Out
Resort Hotel - Lucknow,UAE,CUST_217,INN00348,25-Dec-23,115,18-Apr-24,2,5,2,1,0,HB,Offline TA/TO,0,0,0,A,A,1,2,119.7,0,2,Check-Out
Resort Hotel - Delhi,UK,CUST_104,INN00349,30-Sep-24,79,18-Dec-24,2,5,2,0,1,BB,Online TA,0,0,0,A,A,0,1,100.86,0,1,Canceled
Resort Hotel - Indore,India,CUST_572,INN00350,30-Nov-23,91,29-Feb-24,2,5,2,0,0,BB,Online TA,0,0,0,A,A,0,2,100.86,0,0,Check-Out
Resort Hotel - Bangalore,India,CUST_361,INN00351,13-Feb-24,98,21-May-24,1,1,2,0,0,BB,Online TA,0,0,0,A,A,0,1,82,0,3,Check-Out
Resort Hotel - Bangalore,Australia,CUST_598,INN00352,17-Jul-24,109,3-Nov-24,1,1,2,0,0,BB,Online TA,0,0,0,A,C,0,1,73.8,0,1,Check-Out
Resort Hotel - Ahmedabad,UK,CUST_574,INN00353,28-Nov-24,0,28-Nov-24,1,1,2,0,0,BB,Online TA,0,0,0,A,C,0,1,117.9,1,0,Check-Out
Resort Hotel - Delhi,Australia,CUST_428,INN00354,31-Mar-24,98,7-Jul-24,1,1,2,0,0,BB,Online TA,0,0,0,A,A,0,1,82,0,3,Check-Out
Resort Hotel - Pune,UAE,CUST_307,INN00355,6-Dec-24,0,6-Dec-24,1,1,4,0,0,BB,Direct,0,0,0,L,H,0,0,150,0,0,Check-Out
Resort Hotel - Pune,India,CUST_540,INN00356,19-Jun-24,9,28-Jun-24,1,1,2,0,0,HB,Online TA,0,0,0,A,A,0,3,161,1,2,Check-Out
Resort Hotel - Pune,India,CUST_512,INN00357,15-Mar-24,62,16-May-24,1,1,2,0,0,BB,Online TA,0,0,0,A,A,0,1,64,0,2,Check-Out
Resort Hotel - Chandigarh,India,CUST_031,INN00358,9-Mar-24,45,23-Apr-24,1,1,2,0,1,BB,Online TA,0,0,0,E,E,0,1,123,0,0,Canceled
Resort Hotel - Delhi,UAE,CUST_577,INN00359,16-Sep-24,42,28-Oct-24,1,2,2,0,0,BB,Online TA,0,0,0,D,E,0,1,110,1,0,Check-Out
Resort Hotel - Kochi,France,CUST_166,INN00360,2-Feb-24,54,27-Mar-24,1,2,2,0,0,BB,Online TA,0,0,0,A,A,0,1,88.2,1,1,Check-Out
Resort Hotel - Mumbai,France,CUST_276,INN00361,18-Sep-24,51,8-Nov-24,1,2,2,0,0,HB,Online TA,0,0,0,A,A,0,0,130,1,0,Check-Out
Resort Hotel - Kolkata,Australia,CUST_448,INN00362,1-Jul-24,54,24-Aug-24,1,2,2,0,0,BB,Online TA,0,0,0,A,A,0,1,88.2,0,1,Check-Out
Resort Hotel - Pune,UK,CUST_534,INN00363,16-Apr-24,58,13-Jun-24,1,2,2,0,0,HB,Direct,0,0,0,E,F,2,2,165,1,1,Check-Out
Resort Hotel - Hyderabad,UK,CUST_134,INN00364,25-Nov-24,0,25-Nov-24,1,3,1,0,0,BB,Corporate,0,0,0,A,A,0,2,114,0,0,Check-Out
Resort Hotel - Bhopal,UAE,CUST_547,INN00365,10-Jan-24,60,10-Mar-24,1,4,2,0,1,BB,Offline TA/TO,0,0,0,D,D,0,0,79.5,0,0,Canceled
Resort Hotel - Pune,Germany,CUST_175,INN00366,12-Nov-23,321,28-Sep-24,1,4,2,0,1,HB,Direct,0,0,0,A,A,0,1,132.8,0,1,Canceled
Resort Hotel - Pune,USA,CUST_333,INN00367,17-Oct-24,40,26-Nov-24,1,4,2,0,0,BB,Direct,0,0,0,D,D,0,1,120,0,2,Check-Out
Resort Hotel - Mumbai,India,CUST_022,INN00368,28-Apr-24,51,18-Jun-24,1,4,2,0,1,BB,Offline TA/TO,0,0,0,D,D,0,2,79.5,0,0,Canceled
Resort Hotel - Chennai,France,CUST_186,INN00369,13-Mar-24,38,20-Apr-24,1,4,2,0,0,BB,Direct,0,0,0,D,E,0,0,120,0,0,Check-Out
Resort Hotel - Bhopal,Australia,CUST_578,INN00370,20-May-24,75,3-Aug-24,1,4,2,0,1,HB,Online TA,0,0,0,D,D,0,2,144.2,0,1,Canceled
Resort Hotel - Mumbai,Canada,CUST_339,INN00371,17-Aug-24,101,26-Nov-24,1,4,2,0,0,BB,Online TA,0,0,0,A,A,0,1,107.2,0,0,Check-Out
Resort Hotel - Jaipur,France,CUST_156,INN00372,2-May-24,42,13-Jun-24,1,4,2,0,1,BB,Online TA,0,0,0,D,D,0,0,120,0,0,Canceled
Resort Hotel - Indore,UK,CUST_234,INN00373,26-Oct-24,40,5-Dec-24,1,4,2,0,0,BB,Direct,0,0,0,D,D,0,1,120,0,2,Check-Out
Resort Hotel - Lucknow,USA,CUST_333,INN00374,30-Oct-23,109,16-Feb-24,1,4,3,0,0,HB,Direct,0,0,0,E,E,0,1,163.8,0,1,Check-Out
Resort Hotel - Bangalore,India,CUST_430,INN00375,29-Nov-23,81,18-Feb-24,1,5,2,0,1,BB,Online TA,0,0,0,A,A,0,0,98.5,0,2,Canceled
Resort Hotel - Lucknow,India,CUST_431,INN00376,13-Aug-24,98,19-Nov-24,1,5,2,0,1,HB,Online TA,0,0,0,A,A,0,0,130.5,0,0,Canceled
Resort Hotel - Kolkata,USA,CUST_443,INN00377,3-Mar-24,32,4-Apr-24,1,5,1,0,0,HB,Offline TA/TO,0,0,0,D,C,2,0,153,0,0,Check-Out
Resort Hotel - Mumbai,India,CUST_251,INN00378,25-Nov-23,72,5-Feb-24,1,5,2,0,0,BB,Online TA,0,0,0,A,A,0,1,98.5,0,2,Check-Out
Resort Hotel - Hyderabad,India,CUST_421,INN00379,20-Feb-24,115,14-Jun-24,2,5,2,0,0,HB,Offline TA/TO,0,0,0,A,A,0,1,119.7,0,2,Check-Out
Resort Hotel - Chandigarh,India,CUST_471,INN00380,28-Sep-23,118,24-Jan-24,2,5,2,0,0,FB,Direct,0,0,0,D,D,0,0,184.6,0,1,Check-Out
Resort Hotel - Chandigarh,India,CUST_492,INN00381,19-Feb-24,81,10-May-24,2,5,2,1,0,HB,Direct,0,0,0,E,E,0,0,181.22,0,2,Check-Out
Resort Hotel - Kochi,India,CUST_570,INN00382,10-Jul-24,95,13-Oct-24,2,5,2,0,1,BB,Online TA,0,0,0,A,A,0,1,100.86,0,1,Canceled
Resort Hotel - Goa,UK,CUST_484,INN00383,29-Oct-24,16,14-Nov-24,1,0,2,0,0,BB,Online TA,0,0,0,A,A,0,1,100.2,1,3,Check-Out
Resort Hotel - Delhi,USA,CUST_233,INN00384,8-Aug-24,56,3-Oct-24,1,3,2,0,0,HB,Online TA,0,0,0,A,A,1,0,134.25,1,0,Check-Out
Resort Hotel - Bangalore,India,CUST_331,INN00385,23-Oct-23,88,19-Jan-24,3,5,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,0,96.3,0,0,Check-Out
Resort Hotel - Kolkata,India,CUST_591,INN00386,19-Sep-24,41,30-Oct-24,3,6,2,0,0,BB,Online TA,0,0,0,D,D,0,1,83.09,0,2,Check-Out
Resort Hotel - Bhopal,Australia,CUST_498,INN00387,16-Jul-24,40,25-Aug-24,0,1,2,0,1,BB,Offline TA/TO,0,0,0,D,D,0,1,105.5,0,0,Canceled
Resort Hotel - Ahmedabad,Germany,CUST_485,INN00388,14-Mar-24,1,15-Mar-24,0,1,1,0,0,BB,Corporate,0,0,0,A,A,0,0,134,0,0,Check-Out
Resort Hotel - Chennai,Australia,CUST_128,INN00389,4-Nov-24,1,5-Nov-24,0,1,2,0,0,BB,Online TA,0,0,0,A,A,2,1,8,0,1,Check-Out
Resort Hotel - Delhi,Australia,CUST_338,INN00390,3-Apr-24,1,4-Apr-24,0,2,2,0,0,BB,Online TA,0,0,0,D,D,1,0,146,1,1,Check-Out
Resort Hotel - Pune,Australia,CUST_418,INN00391,3-May-24,76,18-Jul-24,0,4,2,0,1,BB,Online TA,0,0,0,E,E,0,1,126,0,2,Canceled
Resort Hotel - Bangalore,Australia,CUST_098,INN00392,27-Aug-24,0,27-Aug-24,0,4,2,0,0,BB,Online TA,0,0,0,A,C,0,1,111.15,0,1,Check-Out
Resort Hotel - Ahmedabad,Canada,CUST_009,INN00393,28-Aug-24,49,16-Oct-24,0,5,2,0,0,BB,Online TA,0,0,0,E,F,1,0,136.2,0,2,Check-Out
Resort Hotel - Lucknow,Canada,CUST_269,INN00394,5-Dec-23,76,19-Feb-24,0,5,2,0,0,BB,Direct,0,0,0,A,A,0,1,101.8,0,0,Check-Out
Resort Hotel - Indore,India,CUST_202,INN00395,4-Apr-24,73,16-Jun-24,1,5,2,0,0,HB,Direct,0,0,0,A,A,0,0,127,0,1,Check-Out
Resort Hotel - Mumbai,Germany,CUST_335,INN00396,1-Apr-24,73,13-Jun-24,1,5,2,1,0,HB,Direct,0,0,0,E,E,0,0,161.5,0,2,Check-Out
Resort Hotel - Chennai,USA,CUST_453,INN00397,9-Feb-24,317,22-Dec-24,1,5,2,2,0,HB,Direct,0,0,0,H,G,1,3,230.67,1,2,Check-Out
Resort Hotel - Bangalore,India,CUST_192,INN00398,20-Mar-24,112,10-Jul-24,2,5,1,0,1,BB,Online TA,0,0,0,A,A,0,0,65.7,0,1,Canceled
Resort Hotel - Chandigarh,UAE,CUST_427,INN00399,5-Nov-24,6,11-Nov-24,2,5,2,0,0,HB,Online TA,0,0,0,A,A,0,1,180,1,2,Check-Out
Resort Hotel - Mumbai,Canada,CUST_179,INN00400,6-Feb-24,8,14-Feb-24,2,5,2,0,0,HB,Online TA,0,0,0,A,A,1,1,168.57,0,1,Check-Out
Resort Hotel - Chennai,France,CUST_346,INN00401,28-Feb-24,96,3-Jun-24,2,7,2,0,1,BB,Offline TA/TO,0,0,0,A,A,0,2,107.67,0,1,Canceled
Resort Hotel - Delhi,Australia,CUST_038,INN00402,15-Apr-24,96,20-Jul-24,2,7,2,0,1,BB,Online TA,0,0,0,A,A,0,2,96.9,0,1,Canceled
Resort Hotel - Kochi,Australia,CUST_048,INN00403,16-Jul-24,99,23-Oct-24,2,7,2,0,0,BB,Direct,0,0,0,A,A,0,1,107,0,1,Check-Out
Resort Hotel - Jaipur,UK,CUST_134,INN00404,15-Sep-24,66,20-Nov-24,2,9,2,0,0,BB,Online TA,0,0,0,A,B,0,2,73.41,0,0,Check-Out
Resort Hotel - Hyderabad,Germany,CUST_025,INN00405,7-Jan-24,38,14-Feb-24,4,10,2,0,0,HB,Online TA,0,0,0,D,D,0,1,109.9,0,2,Check-Out
Resort Hotel - Bhopal,UAE,CUST_407,INN00406,20-Feb-24,38,29-Mar-24,4,10,2,0,0,HB,Online TA,0,0,0,D,D,1,0,109.9,0,2,Check-Out
Resort Hotel - Lucknow,India,CUST_541,INN00407,17-Dec-23,113,8-Apr-24,4,11,3,0,0,BB,Direct,0,0,0,H,H,1,2,187.5,1,3,Check-Out
Resort Hotel - Bhopal,Canada,CUST_109,INN00408,3-Aug-24,0,3-Aug-24,0,1,1,0,0,BB,Corporate,0,0,0,A,C,0,1,134,0,0,Check-Out
Resort Hotel - Delhi,Canada,CUST_219,INN00409,20-Nov-23,62,21-Jan-24,0,3,2,0,1,HB,Offline TA/TO,0,0,0,A,A,0,0,91.5,0,0,Canceled
Resort Hotel - Indore,Australia,CUST_228,INN00410,18-Jan-24,39,26-Feb-24,0,3,2,0,1,BB,Online TA,0,0,0,D,D,0,2,132.44,0,0,Canceled
Resort Hotel - Chandigarh,Germany,CUST_065,INN00411,3-Nov-24,37,10-Dec-24,2,4,2,0,0,HB,Online TA,0,0,0,D,D,0,2,106.9,0,0,Check-Out
Resort Hotel - Indore,Australia,CUST_518,INN00412,24-Jun-24,58,21-Aug-24,2,5,2,0,1,BB,Online TA,0,0,0,D,D,0,0,131.86,0,0,Canceled
Resort Hotel - Lucknow,Australia,CUST_538,INN00413,16-Apr-24,37,23-May-24,2,6,2,2,0,BB,Online TA,0,0,0,H,H,0,2,216.13,1,0,Check-Out
Resort Hotel - Kolkata,Canada,CUST_079,INN00414,11-Dec-23,57,6-Feb-24,0,2,2,0,0,FB,Groups,0,0,0,A,C,0,2,107,0,0,Check-Out
Resort Hotel - Goa,India,CUST_470,INN00415,28-Oct-24,57,24-Dec-24,0,2,2,0,0,FB,Groups,0,0,0,A,A,0,0,107,0,0,Check-Out
Resort Hotel - Jaipur,India,CUST_490,INN00416,14-Dec-23,57,9-Feb-24,0,2,2,0,0,FB,Groups,0,0,0,A,A,0,1,107,0,0,Check-Out
Resort Hotel - Kolkata,India,CUST_401,INN00417,21-May-24,57,17-Jul-24,0,2,2,0,0,FB,Groups,0,0,0,A,C,0,0,107,0,0,Check-Out
Resort Hotel - Jaipur,France,CUST_286,INN00418,28-Jun-24,57,24-Aug-24,0,2,2,0,0,FB,Groups,0,0,0,A,D,0,3,107,0,0,Check-Out
Resort Hotel - Kolkata,USA,CUST_453,INN00419,20-Jul-24,83,11-Oct-24,2,7,2,2,0,BB,Online TA,0,0,0,G,G,0,3,190.33,0,1,Check-Out
Resort Hotel - Pune,USA,CUST_083,INN00420,20-Sep-24,57,16-Nov-24,0,2,2,0,0,FB,Groups,0,0,0,A,A,0,1,107,0,0,Check-Out
Resort Hotel - Kochi,USA,CUST_063,INN00421,18-Jul-24,57,13-Sep-24,0,2,1,0,0,FB,Groups,0,0,0,A,F,1,0,94,0,0,Check-Out
Resort Hotel - Delhi,Australia,CUST_448,INN00422,9-Sep-24,57,5-Nov-24,0,2,2,0,1,FB,Groups,0,0,0,A,A,0,1,0,0,0,Canceled
Resort Hotel - Indore,Australia,CUST_548,INN00423,10-Jan-24,57,7-Mar-24,0,2,2,0,0,FB,Groups,0,0,0,A,C,0,1,98.75,0,0,Check-Out
Resort Hotel - Indore,Germany,CUST_325,INN00424,9-Feb-24,57,6-Apr-24,0,2,3,0,0,FB,Groups,0,0,0,A,C,1,0,148.23,0,0,Check-Out
Resort Hotel - Mumbai,Germany,CUST_485,INN00425,28-Jun-24,57,24-Aug-24,0,2,1,0,0,FB,Groups,0,0,0,A,E,1,0,94,0,0,Check-Out
Resort Hotel - Goa,India,CUST_552,INN00426,27-Oct-24,57,23-Dec-24,0,2,2,0,0,FB,Groups,0,0,0,A,D,0,0,107,0,0,Check-Out
Resort Hotel - Indore,Australia,CUST_368,INN00427,11-Jan-24,57,8-Mar-24,0,2,2,0,0,FB,Groups,0,0,0,A,D,0,1,107,0,0,Check-Out
Resort Hotel - Delhi,France,CUST_466,INN00428,20-May-24,57,16-Jul-24,0,2,3,0,0,FB,Groups,0,0,0,A,C,1,2,148.23,0,0,Check-Out
Resort Hotel - Delhi,Germany,CUST_375,INN00429,28-Mar-24,57,24-May-24,0,2,1,0,0,FB,Groups,0,0,0,A,A,1,2,0,0,0,Check-Out
Resort Hotel - Delhi,France,CUST_116,INN00430,14-Feb-24,57,11-Apr-24,0,2,2,0,0,FB,Groups,0,0,0,A,A,0,0,107,0,0,Check-Out
Resort Hotel - Chandigarh,UK,CUST_564,INN00431,27-Jan-24,57,24-Mar-24,0,2,2,0,0,FB,Groups,0,0,0,A,A,0,1,107,0,0,Check-Out
Resort Hotel - Chennai,India,CUST_022,INN00432,21-Jan-24,57,18-Mar-24,0,2,2,0,0,FB,Groups,0,0,0,A,A,0,2,107,0,0,Check-Out
Resort Hotel - Lucknow,Germany,CUST_085,INN00433,23-Jan-24,57,20-Mar-24,0,2,2,0,0,FB,Groups,0,0,0,A,A,0,2,107,0,0,Check-Out
Resort Hotel - Jaipur,India,CUST_031,INN00434,17-Aug-24,57,13-Oct-24,0,2,2,0,0,FB,Groups,0,0,0,A,C,0,1,98.75,0,0,Check-Out
Resort Hotel - Lucknow,France,CUST_076,INN00435,7-Aug-24,66,12-Oct-24,0,2,2,2,1,BB,Online TA,0,0,0,G,G,0,1,195,0,1,Canceled
Resort Hotel - Chennai,Canada,CUST_569,INN00436,18-Jul-24,13,31-Jul-24,0,2,2,0,0,BB,Online TA,0,0,0,A,D,0,1,120.6,0,1,Check-Out
Resort Hotel - Chandigarh,India,CUST_052,INN00437,12-Sep-24,50,1-Nov-24,0,1,2,0,0,BB,Online TA,0,0,0,F,F,0,1,123.2,0,0,Check-Out
Resort Hotel - Chandigarh,UAE,CUST_007,INN00438,4-Sep-24,48,22-Oct-24,0,1,1,0,1,BB,Direct,0,0,0,A,A,0,1,112,0,0,Canceled
Resort Hotel - Chennai,India,CUST_001,INN00439,23-Jun-24,0,23-Jun-24,0,1,2,0,1,BB,Online TA,0,0,0,F,F,0,1,123.2,0,0,Canceled
Resort Hotel - Ahmedabad,Australia,CUST_538,INN00440,27-Jun-24,7,4-Jul-24,0,1,2,2,0,BB,Online TA,0,0,0,C,C,1,2,169,1,1,Check-Out
Resort Hotel - Ahmedabad,India,CUST_052,INN00441,15-Sep-24,0,15-Sep-24,0,2,2,2,0,BB,Direct,0,0,0,H,G,1,1,198,1,0,Check-Out
Resort Hotel - Kolkata,India,CUST_282,INN00442,17-Nov-23,66,22-Jan-24,0,2,2,0,1,BB,Online TA,0,0,0,A,A,0,1,103.5,0,1,Canceled
Resort Hotel - Delhi,France,CUST_496,INN00443,27-Sep-24,13,10-Oct-24,0,2,2,1,0,BB,Online TA,0,0,0,A,D,0,0,135.6,0,1,Check-Out
Resort Hotel - Chennai,India,CUST_561,INN00444,28-Dec-23,66,3-Mar-24,0,2,2,0,0,BB,Online TA,0,0,0,A,A,0,1,103.5,0,1,Check-Out
Resort Hotel - Indore,Canada,CUST_399,INN00445,7-Jun-24,10,17-Jun-24,0,3,2,0,0,BB,Direct,0,0,0,D,D,0,1,184,1,0,Check-Out
Resort Hotel - Bangalore,India,CUST_041,INN00446,18-Aug-24,10,28-Aug-24,0,3,2,0,1,BB,Direct,0,0,0,A,A,0,0,134,0,0,Canceled
Resort Hotel - Pune,India,CUST_361,INN00447,4-Mar-24,58,1-May-24,0,3,2,0,1,HB,Online TA,0,0,0,A,A,0,1,147,0,0,Canceled
Resort Hotel - Bhopal,France,CUST_196,INN00448,9-Feb-24,17,26-Feb-24,0,3,2,0,1,HB,Online TA,0,0,0,A,A,0,0,151.33,0,0,Canceled
Resort Hotel - Lucknow,Canada,CUST_239,INN00449,30-Nov-24,19,19-Dec-24,0,3,2,0,0,BB,Online TA,0,0,0,A,D,0,0,121.33,0,1,Check-Out
Resort Hotel - Delhi,France,CUST_466,INN00450,27-Dec-23,10,6-Jan-24,2,3,2,0,0,BB,Direct,0,0,0,D,D,0,2,150.2,0,1,Check-Out
Resort Hotel - Bangalore,UK,CUST_264,INN00451,29-Feb-24,12,12-Mar-24,2,3,2,0,1,BB,Direct,0,0,0,E,E,0,0,139,0,0,Canceled
Resort Hotel - Bhopal,India,CUST_460,INN00452,22-Nov-24,10,2-Dec-24,2,3,1,0,0,BB,Direct,0,0,0,D,D,1,0,150.2,0,1,Check-Out
Resort Hotel - Chandigarh,France,CUST_366,INN00453,11-Aug-24,63,13-Oct-24,1,3,2,0,0,BB,Online TA,0,0,0,A,F,0,1,75.44,0,1,Check-Out
