Customer_ID,Customer Country,Booking_ID,Hotel,City,Booking Date,Lead Time ,Arrival Date,Adults,Childrens,Total Guests,No. of Weekend Nights,No. of Week Nights,Total Nights Stay,Meal Type,Booking Status,Customer Cancel Count,Average Daily Rate,Market Segment,Reserved Room Type,Assigned Room Type,Special Request
CUST_489,Canada,INN00315,Resort Hotel,Kolkata,15-Jun-24,34,19-Jul-24,2,0,2,2,1,3,Breakfast,0,1,149,Online Self / TA,Deluxe,Deluxe,1
CUST_178,Australia,INN00316,Resort Hotel,Hyderabad,15-Oct-24,58,12-Dec-24,2,0,2,1,0,1,Breakfast,1,1,165,Online Self / TA,Deluxe,Deluxe,1
CUST_134,UK,INN00317,Resort Hotel,Bhopal,28-Dec-23,59,25-Feb-24,2,0,2,0,2,2,Breakfast & Dinner,1,2,107,Online Self / TA,Standard,Deluxe,0
CUST_315,Germany,INN00318,City Hotel,Mumbai,11-Aug-24,90,9-Nov-24,2,0,2,1,1,2,Breakfast & Dinner,0,2,117,Direct,Standard,Standard,2
CUST_216,France,INN00319,City Hotel,Mumbai,1-Nov-23,116,25-Feb-24,2,0,2,2,3,5,Breakfast,0,0,119,Online Self / TA,Premium,Premium,0
CUST_306,France,INN00320,City Hotel,Lucknow,28-Oct-24,31,28-Nov-24,2,0,2,0,2,2,Breakfast & Dinner,1,1,123,Direct,Deluxe,Premium,0
CUST_180,India,INN00321,City Hotel,Chennai,6-Mar-24,51,26-Apr-24,2,0,2,1,2,3,Breakfast,0,0,106,Online Self / TA,Standard,Standard,0
CUST_305,Germany,INN00322,Resort Hotel,Pune,29-Jul-24,48,15-Sep-24,2,0,2,1,0,1,Breakfast,1,1,123,Online Self / TA,Deluxe,Deluxe,1
CUST_045,Germany,INN00323,Resort Hotel,Bangalore,30-Dec-23,59,27-Feb-24,1,0,1,0,2,2,Breakfast,0,1,144,Company TA/TO,Premium,Premium,2
CUST_490,India,INN00324,Resort Hotel,Ahmedabad,22-Jun-24,97,27-Sep-24,1,2,3,1,2,3,Breakfast,0,1,126,Company TA/TO,Premium,Premium,1
CUST_211,India,INN00325,Resort Hotel,Chennai,8-Sep-24,12,20-Sep-24,2,0,2,2,0,2,Breakfast,0,0,148,Online Self / TA,Standard,Standard,2
CUST_506,France,INN00326,Resort Hotel,Goa,17-Sep-24,64,20-Nov-24,2,0,2,0,2,2,Not Selected,1,1,125,Online Self / TA,Standard,Standard,1
CUST_030,India,INN00327,Resort Hotel,Delhi,25-Oct-24,31,25-Nov-24,2,0,2,2,1,3,Breakfast,0,0,123,Direct,Deluxe,Deluxe,0
CUST_525,Germany,INN00328,Resort Hotel,Ahmedabad,29-Jan-24,59,28-Mar-24,2,0,2,0,2,2,Breakfast,0,0,130,Online Self / TA,Standard,Standard,1
CUST_116,France,INN00329,Resort Hotel,Jaipur,28-Sep-24,55,22-Nov-24,2,0,2,0,3,3,Breakfast,0,0,133,Company TA/TO,Deluxe,Deluxe,1
CUST_140,India,INN00330,City Hotel,Indore,4-Jul-24,81,23-Sep-24,2,0,2,0,2,2,Breakfast,0,0,79,Online Self / TA,Standard,Standard,0
CUST_540,India,INN00331,City Hotel,Indore,2-Sep-24,1,3-Sep-24,2,0,2,0,1,1,Breakfast,1,3,80,Online Self / TA,Standard,Standard,0
CUST_568,Australia,INN00332,Resort Hotel,Jaipur,11-Apr-24,34,15-May-24,2,2,4,0,2,2,Breakfast & Dinner,1,2,193,Direct,Premium,Premium,1
CUST_599,Canada,INN00333,Resort Hotel,Kolkata,21-Feb-24,13,5-Mar-24,2,0,2,2,1,3,Breakfast & Dinner,0,2,88,Online Self / TA,Standard,Standard,0
CUST_352,India,INN00334,Resort Hotel,Indore,9-Dec-23,40,18-Jan-24,2,0,2,0,1,1,Breakfast,1,1,91,Company TA/TO,Premium,Premium,0
CUST_505,Germany,INN00335,Resort Hotel,Goa,19-Oct-24,1,20-Oct-24,2,0,2,1,2,3,Breakfast,0,0,115,Online Self / TA,Standard,Standard,1
CUST_058,Australia,INN00336,Resort Hotel,Lucknow,9-Nov-24,34,13-Dec-24,3,0,3,2,1,3,Breakfast,0,1,120,Company TA/TO,Standard,Deluxe,1
CUST_153,USA,INN00337,City Hotel,Ahmedabad,28-May-24,88,24-Aug-24,2,0,2,2,2,4,Breakfast,0,0,80,Online Self / TA,Deluxe,Deluxe,0
CUST_575,Germany,INN00338,City Hotel,Kochi,7-Oct-24,9,16-Oct-24,2,0,2,1,1,2,Not Selected,0,1,118,Online Self / TA,Standard,Standard,3
CUST_519,Canada,INN00339,Resort Hotel,Delhi,5-Jan-24,24,29-Jan-24,2,0,2,0,3,3,Breakfast,1,1,128,Company TA/TO,Standard,Standard,0
CUST_491,India,INN00340,Resort Hotel,Kochi,4-Jun-24,97,9-Sep-24,2,0,2,2,2,4,Breakfast,0,1,91,Company TA/TO,Standard,Standard,0
CUST_286,France,INN00341,City Hotel,Lucknow,15-Apr-24,60,14-Jun-24,2,0,2,0,1,1,Breakfast,1,3,107,Online Self / TA,Premium,Premium,2
CUST_145,Germany,INN00342,City Hotel,Chandigarh,19-Apr-24,100,28-Jul-24,2,0,2,2,5,7,Breakfast,0,0,130,Online Self / TA,Premium,Premium,1
CUST_301,India,INN00343,Resort Hotel,Indore,28-Jun-24,50,17-Aug-24,2,0,2,1,2,3,Breakfast,1,1,123,Online Self / TA,Deluxe,Deluxe,0
CUST_332,India,INN00344,Resort Hotel,Chandigarh,11-Dec-23,47,27-Jan-24,2,1,3,0,3,3,Breakfast,0,0,104,Direct,Premium,Premium,0
CUST_249,Canada,INN00345,Resort Hotel,Kochi,28-Jan-24,8,5-Feb-24,2,0,2,1,1,2,Breakfast,0,0,196,Direct,Premium,Premium,1
CUST_213,USA,INN00346,Resort Hotel,Kochi,1-Apr-24,34,5-May-24,2,0,2,0,1,1,Not Selected,1,1,149,Online Self / TA,Deluxe,Premium,0
CUST_299,Canada,INN00347,Resort Hotel,Hyderabad,17-Dec-23,47,2-Feb-24,2,0,2,0,2,2,Breakfast,1,1,176,Online Self / TA,Premium,Premium,0
CUST_217,UAE,INN00348,Resort Hotel,Kolkata,25-Dec-23,115,18-Apr-24,2,0,2,0,2,2,Breakfast & Dinner,0,2,120,Company TA/TO,Standard,Standard,2
CUST_104,UK,INN00349,Resort Hotel,Kochi,30-Sep-24,79,18-Dec-24,2,0,2,0,1,1,Breakfast,0,1,101,Online Self / TA,Standard,Deluxe,1
CUST_572,India,INN00350,City Hotel,Goa,30-Nov-23,91,29-Feb-24,3,0,3,1,1,2,Breakfast,0,2,101,Online Self / TA,Standard,Standard,0
CUST_361,India,INN00351,City Hotel,Bhopal,13-Feb-24,98,21-May-24,2,0,2,0,4,4,Breakfast,1,1,82,Online Self / TA,Standard,Deluxe,3
CUST_598,Australia,INN00352,City Hotel,Chandigarh,17-Jul-24,109,3-Nov-24,2,0,2,0,1,1,Breakfast,1,1,74,Online Self / TA,Standard,Standard,1
CUST_574,UK,INN00353,Resort Hotel,Ahmedabad,28-Nov-24,0,28-Nov-24,2,0,2,2,6,8,Breakfast,1,1,118,Direct,Standard,Standard,0
CUST_428,Australia,INN00354,Resort Hotel,Jaipur,31-Mar-24,98,7-Jul-24,2,0,2,1,1,2,Breakfast,1,1,82,Online Self / TA,Standard,Standard,3
CUST_307,UAE,INN00355,Resort Hotel,Kochi,6-Dec-24,0,6-Dec-24,2,2,4,2,2,4,Breakfast,0,0,150,Online Self / TA,Premium,Premium,0
CUST_540,India,INN00356,Resort Hotel,Kochi,19-Jun-24,9,28-Jun-24,2,0,2,1,1,2,Breakfast,1,3,161,Online Self / TA,Standard,Standard,2
CUST_512,India,INN00357,Resort Hotel,Hyderabad,15-Mar-24,62,16-May-24,2,1,3,2,1,3,Breakfast,1,1,64,Online Self / TA,Standard,Standard,2
CUST_031,India,INN00358,City Hotel,Indore,9-Mar-24,45,23-Apr-24,2,0,2,1,3,4,Breakfast,0,1,123,Online Self / TA,Premium,Premium,0
CUST_577,UAE,INN00359,City Hotel,Delhi,16-Sep-24,42,28-Oct-24,2,0,2,1,2,3,Breakfast,0,1,110,Online Self / TA,Deluxe,Deluxe,0
CUST_166,France,INN00360,City Hotel,Mumbai,2-Feb-24,54,27-Mar-24,2,0,2,2,0,2,Breakfast,1,1,88,Online Self / TA,Standard,Standard,1
CUST_276,France,INN00361,Resort Hotel,Pune,18-Sep-24,51,8-Nov-24,2,0,2,2,2,4,Breakfast,0,0,130,Online Self / TA,Standard,Standard,0
CUST_448,Australia,INN00362,Resort Hotel,Goa,1-Jul-24,54,24-Aug-24,2,0,2,0,2,2,Breakfast,0,1,88,Online Self / TA,Standard,Standard,1
CUST_534,UK,INN00363,Resort Hotel,Delhi,16-Apr-24,58,13-Jun-24,2,0,2,0,1,1,Breakfast,1,2,165,Online Self / TA,Premium,Premium,1
CUST_134,UK,INN00364,Resort Hotel,Chandigarh,25-Nov-24,0,25-Nov-24,2,0,2,0,2,2,Breakfast,0,2,114,Company TA/TO,Standard,Standard,0
CUST_547,UAE,INN00365,Resort Hotel,Delhi,10-Jan-24,60,10-Mar-24,4,0,4,0,1,1,Breakfast,0,0,80,Corporate,Deluxe,Deluxe,0
CUST_175,Germany,INN00366,Resort Hotel,Ahmedabad,12-Nov-23,321,28-Sep-24,2,2,4,1,4,5,Breakfast,1,1,133,Online Self / TA,Standard,Standard,1
CUST_333,USA,INN00367,Resort Hotel,Chennai,17-Oct-24,40,26-Nov-24,1,0,1,2,3,5,Breakfast & Dinner,0,1,120,Corporate,Deluxe,Deluxe,2
CUST_022,India,INN00368,City Hotel,Lucknow,28-Apr-24,51,18-Jun-24,2,0,2,1,1,2,Breakfast,0,2,80,Company TA/TO,Deluxe,Premium,0
CUST_186,France,INN00369,City Hotel,Indore,13-Mar-24,38,20-Apr-24,3,0,3,2,3,5,Breakfast & Dinner,0,0,120,Online Self / TA,Deluxe,Deluxe,0
CUST_578,Australia,INN00370,City Hotel,Chandigarh,20-May-24,75,3-Aug-24,2,0,2,2,0,2,Breakfast & Dinner,0,2,144,Direct,Deluxe,Deluxe,1
CUST_339,Canada,INN00371,City Hotel,Bhopal,17-Aug-24,101,26-Nov-24,3,0,3,0,5,5,Breakfast,0,1,107,Company TA/TO,Standard,Standard,0
CUST_156,France,INN00372,City Hotel,Ahmedabad,2-May-24,42,13-Jun-24,2,0,2,2,2,4,Breakfast,0,0,120,Online Self / TA,Deluxe,Premium,0
CUST_234,UK,INN00373,City Hotel,Jaipur,26-Oct-24,40,5-Dec-24,2,0,2,0,3,3,Breakfast,0,1,120,Company TA/TO,Deluxe,Deluxe,2
CUST_333,USA,INN00374,City Hotel,Bangalore,30-Oct-23,109,16-Feb-24,2,0,2,2,2,4,Breakfast,0,1,164,Online Self / TA,Premium,Premium,1
CUST_430,India,INN00375,City Hotel,Pune,29-Nov-23,81,18-Feb-24,2,0,2,2,6,8,Breakfast,0,0,99,Online Self / TA,Standard,Standard,2
CUST_431,India,INN00376,City Hotel,Chandigarh,13-Aug-24,98,19-Nov-24,2,0,2,0,3,3,Breakfast,0,0,131,Online Self / TA,Standard,Standard,0
CUST_443,USA,INN00377,City Hotel,Lucknow,3-Mar-24,32,4-Apr-24,2,2,4,0,2,2,Breakfast,0,0,153,Online Self / TA,Deluxe,Premium,0
CUST_251,India,INN00378,Resort Hotel,Kolkata,25-Nov-23,72,5-Feb-24,2,1,3,0,1,1,Breakfast,0,1,99,Direct,Standard,Deluxe,2
CUST_421,India,INN00379,Resort Hotel,Hyderabad,20-Feb-24,115,14-Jun-24,2,0,2,1,3,4,Not Selected,0,1,120,Online Self / TA,Standard,Standard,2
CUST_471,India,INN00380,Resort Hotel,Delhi,28-Sep-23,118,24-Jan-24,1,0,1,2,1,3,Breakfast,0,0,185,Groups,Deluxe,Deluxe,1
CUST_492,India,INN00381,Resort Hotel,Bhopal,19-Feb-24,81,10-May-24,1,0,1,4,11,15,Breakfast,0,0,181,Company TA/TO,Premium,Premium,2
CUST_570,India,INN00382,Resort Hotel,Kolkata,10-Jul-24,95,13-Oct-24,2,0,2,0,4,4,Breakfast,0,1,101,Online Self / TA,Standard,Standard,1
CUST_484,UK,INN00383,Resort Hotel,Lucknow,29-Oct-24,16,14-Nov-24,2,0,2,2,2,4,Breakfast,1,1,100,Direct,Standard,Deluxe,3
CUST_233,USA,INN00384,Resort Hotel,Bhopal,8-Aug-24,56,3-Oct-24,2,0,2,2,0,2,Not Selected,0,0,134,Online Self / TA,Standard,Deluxe,0
CUST_331,India,INN00385,Resort Hotel,Chandigarh,23-Oct-23,88,19-Jan-24,2,0,2,2,1,3,Breakfast,0,0,96,Online Self / TA,Standard,Standard,0
CUST_591,India,INN00386,Resort Hotel,Lucknow,19-Sep-24,41,30-Oct-24,2,0,2,0,2,2,Breakfast & Dinner,0,1,83,Online Self / TA,Deluxe,Deluxe,2
CUST_498,Australia,INN00387,Resort Hotel,Bhopal,16-Jul-24,40,25-Aug-24,2,0,2,2,1,3,Breakfast,0,1,106,Company TA/TO,Deluxe,Premium,0
CUST_485,Germany,INN00388,Resort Hotel,Lucknow,14-Mar-24,1,15-Mar-24,2,0,2,1,3,4,Breakfast,0,0,134,Online Self / TA,Standard,Deluxe,0
CUST_128,Australia,INN00389,Resort Hotel,Indore,4-Nov-24,1,5-Nov-24,2,0,2,0,1,1,Breakfast,1,1,8,Online Self / TA,Standard,Standard,1
CUST_338,Australia,INN00390,Resort Hotel,Chennai,3-Apr-24,1,4-Apr-24,2,0,2,0,3,3,Breakfast,0,0,146,Direct,Deluxe,Deluxe,1
CUST_418,Australia,INN00391,Resort Hotel,Delhi,3-May-24,76,18-Jul-24,2,0,2,0,1,1,Breakfast,0,1,126,Company TA/TO,Premium,Premium,2
CUST_098,Australia,INN00392,Resort Hotel,Jaipur,27-Aug-24,0,27-Aug-24,2,0,2,1,4,5,Breakfast,1,1,111,Direct,Standard,Deluxe,1
CUST_009,Canada,INN00393,Resort Hotel,Indore,28-Aug-24,49,16-Oct-24,2,0,2,0,1,1,Breakfast,0,0,136,Online Self / TA,Premium,Premium,2
CUST_269,Canada,INN00394,Resort Hotel,Kolkata,5-Dec-23,76,19-Feb-24,2,0,2,0,2,2,Breakfast,1,1,102,Company TA/TO,Standard,Deluxe,0
CUST_202,India,INN00395,Resort Hotel,Kochi,4-Apr-24,73,16-Jun-24,2,0,2,2,1,3,Not Selected,0,0,127,Online Self / TA,Standard,Deluxe,1
CUST_335,Germany,INN00396,Resort Hotel,Kolkata,1-Apr-24,73,13-Jun-24,2,0,2,2,3,5,Breakfast,0,0,162,Direct,Premium,Premium,2
CUST_453,USA,INN00397,Resort Hotel,Goa,9-Feb-24,317,22-Dec-24,2,0,2,0,2,2,Breakfast,1,3,231,Online Self / TA,Premium,Premium,2
CUST_192,India,INN00398,Resort Hotel,Hyderabad,20-Mar-24,112,10-Jul-24,2,0,2,0,4,4,Breakfast & Dinner,0,0,66,Direct,Standard,Standard,1
CUST_427,UAE,INN00399,Resort Hotel,Jaipur,5-Nov-24,6,11-Nov-24,2,0,2,1,2,3,Breakfast,0,1,180,Online Self / TA,Standard,Deluxe,2
CUST_179,Canada,INN00400,Resort Hotel,Goa,6-Feb-24,8,14-Feb-24,2,0,2,0,1,1,Not Selected,1,1,169,Direct,Standard,Standard,1
CUST_346,France,INN00401,Resort Hotel,Kolkata,28-Feb-24,96,3-Jun-24,2,0,2,0,1,1,Breakfast,0,2,108,Online Self / TA,Standard,Deluxe,1
CUST_038,Australia,INN00402,Resort Hotel,Ahmedabad,15-Apr-24,96,20-Jul-24,2,0,2,2,2,4,Breakfast,1,2,97,Online Self / TA,Standard,Standard,1
CUST_048,Australia,INN00403,City Hotel,Chennai,16-Jul-24,99,23-Oct-24,2,0,2,1,2,3,Breakfast,0,1,107,Company TA/TO,Standard,Standard,1
CUST_134,UK,INN00404,City Hotel,Kochi,15-Sep-24,66,20-Nov-24,2,0,2,1,2,3,Breakfast,0,2,73,Online Self / TA,Standard,Standard,0
CUST_025,Germany,INN00405,City Hotel,Hyderabad,7-Jan-24,38,14-Feb-24,2,0,2,0,1,1,Not Selected,0,1,110,Corporate,Deluxe,Deluxe,2
CUST_407,UAE,INN00406,City Hotel,Lucknow,20-Feb-24,38,29-Mar-24,2,0,2,0,3,3,Breakfast,0,0,110,Direct,Deluxe,Premium,2
CUST_541,India,INN00407,Resort Hotel,Chennai,17-Dec-23,113,8-Apr-24,2,0,2,2,1,3,Breakfast,1,2,188,Company TA/TO,Premium,Premium,3
CUST_109,Canada,INN00408,Resort Hotel,Goa,3-Aug-24,0,3-Aug-24,2,0,2,1,3,4,Breakfast,1,1,134,Online Self / TA,Standard,Deluxe,0
CUST_219,Canada,INN00409,Resort Hotel,Ahmedabad,20-Nov-23,62,21-Jan-24,2,0,2,0,3,3,Breakfast,0,0,92,Company TA/TO,Standard,Standard,0
CUST_228,Australia,INN00410,Resort Hotel,Delhi,18-Jan-24,39,26-Feb-24,2,0,2,0,1,1,Breakfast,1,2,132,Online Self / TA,Deluxe,Deluxe,0
CUST_065,Germany,INN00411,City Hotel,Kolkata,3-Nov-24,37,10-Dec-24,2,0,2,1,3,4,Breakfast,1,2,107,Online Self / TA,Deluxe,Premium,0
CUST_518,Australia,INN00412,Resort Hotel,Ahmedabad,24-Jun-24,58,21-Aug-24,2,0,2,0,2,2,Breakfast,0,0,132,Online Self / TA,Deluxe,Deluxe,0
CUST_538,Australia,INN00413,Resort Hotel,Chennai,16-Apr-24,37,23-May-24,2,0,2,0,1,1,Not Selected,1,2,216,Online Self / TA,Premium,Premium,0
CUST_079,Canada,INN00414,Resort Hotel,Pune,11-Dec-23,57,6-Feb-24,2,0,2,2,2,4,Breakfast,1,2,107,Online Self / TA,Standard,Standard,0
CUST_470,India,INN00415,Resort Hotel,Bhopal,28-Oct-24,57,24-Dec-24,2,0,2,0,1,1,Breakfast,0,0,107,Direct,Standard,Standard,0
CUST_490,India,INN00416,Resort Hotel,Chennai,14-Dec-23,57,9-Feb-24,2,0,2,1,0,1,Breakfast,1,1,107,Online Self / TA,Standard,Deluxe,0
CUST_401,India,INN00417,Resort Hotel,Ahmedabad,21-May-24,57,17-Jul-24,3,0,3,1,2,3,Breakfast,0,0,107,Company TA/TO,Standard,Deluxe,0
CUST_286,France,INN00418,Resort Hotel,Kochi,28-Jun-24,57,24-Aug-24,2,1,3,0,1,1,Breakfast,0,3,107,Company TA/TO,Standard,Standard,0
CUST_453,USA,INN00419,Resort Hotel,Kochi,20-Jul-24,83,11-Oct-24,2,0,2,2,0,2,Breakfast & Dinner,1,3,190,Online Self / TA,Premium,Premium,1
CUST_083,USA,INN00420,Resort Hotel,Chandigarh,20-Sep-24,57,16-Nov-24,2,0,2,1,1,2,Breakfast,1,1,107,Online Self / TA,Standard,Deluxe,0
CUST_063,USA,INN00421,City Hotel,Chandigarh,18-Jul-24,57,13-Sep-24,2,0,2,1,3,4,Not Selected,0,0,94,Online Self / TA,Standard,Standard,0
CUST_448,Australia,INN00422,Resort Hotel,Goa,9-Sep-24,57,5-Nov-24,2,1,3,1,2,3,Breakfast,1,1,0,Online Self / TA,Standard,Standard,0
CUST_548,Australia,INN00423,City Hotel,Lucknow,10-Jan-24,57,7-Mar-24,2,1,3,2,2,4,Breakfast,0,1,99,Online Self / TA,Standard,Standard,0
CUST_325,Germany,INN00424,City Hotel,Hyderabad,9-Feb-24,57,6-Apr-24,2,0,2,2,2,4,Breakfast,0,0,148,Company TA/TO,Standard,Standard,0
CUST_485,Germany,INN00425,City Hotel,Mumbai,28-Jun-24,57,24-Aug-24,2,0,2,1,1,2,Breakfast,0,0,94,Company TA/TO,Standard,Deluxe,0
CUST_552,India,INN00426,Resort Hotel,Lucknow,27-Oct-24,57,23-Dec-24,2,0,2,0,1,1,Breakfast,0,0,107,Company TA/TO,Standard,Standard,0
CUST_368,Australia,INN00427,Resort Hotel,Chennai,11-Jan-24,57,8-Mar-24,2,0,2,0,4,4,Not Selected,0,1,107,Company TA/TO,Standard,Standard,0
CUST_466,France,INN00428,Resort Hotel,Goa,20-May-24,57,16-Jul-24,2,2,4,2,3,5,Breakfast,1,2,148,Online Self / TA,Standard,Standard,0
CUST_375,Germany,INN00429,Resort Hotel,Goa,28-Mar-24,57,24-May-24,2,0,2,1,3,4,Breakfast & Dinner,1,2,0,Online Self / TA,Standard,Standard,0
CUST_116,France,INN00430,Resort Hotel,Bhopal,14-Feb-24,57,11-Apr-24,2,1,3,2,4,6,Breakfast,0,0,107,Online Self / TA,Standard,Deluxe,0
CUST_564,UK,INN00431,Resort Hotel,Hyderabad,27-Jan-24,57,24-Mar-24,2,0,2,0,4,4,Breakfast & Dinner,1,1,107,Online Self / TA,Standard,Standard,0
CUST_022,India,INN00432,Resort Hotel,Pune,21-Jan-24,57,18-Mar-24,2,0,2,0,2,2,Breakfast,1,2,107,Direct,Standard,Standard,0
CUST_085,Germany,INN00433,Resort Hotel,Jaipur,23-Jan-24,57,20-Mar-24,2,0,2,0,1,1,Breakfast,0,2,107,Online Self / TA,Standard,Standard,0
CUST_031,India,INN00434,Resort Hotel,Jaipur,17-Aug-24,57,13-Oct-24,2,0,2,0,3,3,Breakfast,1,1,99,Online Self / TA,Standard,Deluxe,0
CUST_076,France,INN00435,Resort Hotel,Bhopal,7-Aug-24,66,12-Oct-24,2,0,2,0,2,2,Breakfast,0,1,195,Online Self / TA,Premium,Premium,1
CUST_569,Canada,INN00436,Resort Hotel,Pune,18-Jul-24,13,31-Jul-24,2,0,2,0,5,5,Breakfast & Dinner,0,1,121,Direct,Standard,Deluxe,1
CUST_052,India,INN00437,City Hotel,Mumbai,12-Sep-24,50,1-Nov-24,2,1,3,0,4,4,Breakfast,0,1,123,Direct,Premium,Premium,0
CUST_007,UAE,INN00438,City Hotel,Jaipur,4-Sep-24,48,22-Oct-24,2,0,2,0,1,1,Breakfast,0,1,112,Company TA/TO,Standard,Deluxe,0
CUST_001,India,INN00439,City Hotel,Chennai,23-Jun-24,0,23-Jun-24,2,0,2,1,3,4,Breakfast & Dinner,0,1,123,Online Self / TA,Premium,Premium,0
CUST_538,Australia,INN00440,Resort Hotel,Delhi,27-Jun-24,7,4-Jul-24,2,0,2,2,1,3,Not Selected,1,2,169,Online Self / TA,Deluxe,Deluxe,1
CUST_052,India,INN00441,Resort Hotel,Hyderabad,15-Sep-24,0,15-Sep-24,2,1,3,1,4,5,Breakfast,0,1,198,Online Self / TA,Premium,Premium,0
CUST_282,India,INN00442,Resort Hotel,Pune,17-Nov-23,66,22-Jan-24,2,0,2,2,1,3,Breakfast,0,1,104,Online Self / TA,Standard,Deluxe,1
CUST_496,France,INN00443,Resort Hotel,Indore,27-Sep-24,13,10-Oct-24,2,2,4,1,3,4,Breakfast,0,0,136,Online Self / TA,Standard,Deluxe,1
CUST_561,India,INN00444,Resort Hotel,Hyderabad,28-Dec-23,66,3-Mar-24,2,0,2,0,4,4,Breakfast,0,1,104,Company TA/TO,Standard,Standard,1
CUST_399,Canada,INN00445,Resort Hotel,Pune,7-Jun-24,10,17-Jun-24,1,0,1,0,1,1,Breakfast,0,1,184,Online Self / TA,Deluxe,Deluxe,0
CUST_041,India,INN00446,Resort Hotel,Hyderabad,18-Aug-24,10,28-Aug-24,2,0,2,0,1,1,Breakfast,0,0,134,Online Self / TA,Standard,Standard,0
CUST_361,India,INN00447,City Hotel,Kolkata,4-Mar-24,58,1-May-24,3,0,3,2,2,4,Breakfast,0,1,147,Online Self / TA,Standard,Standard,0
CUST_196,France,INN00448,Resort Hotel,Pune,9-Feb-24,17,26-Feb-24,2,0,2,0,1,1,Breakfast,0,0,151,Company TA/TO,Standard,Standard,0
CUST_239,Canada,INN00449,Resort Hotel,Indore,30-Nov-24,19,19-Dec-24,2,0,2,3,5,8,Breakfast,0,0,121,Direct,Standard,Standard,1
CUST_466,France,INN00450,Resort Hotel,Hyderabad,27-Dec-23,10,6-Jan-24,2,0,2,1,1,2,Breakfast & Dinner,1,2,150,Online Self / TA,Deluxe,Premium,1
CUST_264,UK,INN00451,Resort Hotel,Indore,29-Feb-24,12,12-Mar-24,2,0,2,2,1,3,Not Selected,0,0,139,Direct,Premium,Premium,0
CUST_460,India,INN00452,Resort Hotel,Hyderabad,22-Nov-24,10,2-Dec-24,2,1,3,0,1,1,Breakfast,0,0,150,Direct,Deluxe,Premium,1
CUST_366,France,INN00453,Resort Hotel,Mumbai,11-Aug-24,63,13-Oct-24,2,0,2,2,1,3,Breakfast,1,1,75,Company TA/TO,Standard,Standard,1
CUST_266,France,INN00454,Resort Hotel,Lucknow,23-Jun-24,35,28-Jul-24,1,0,1,0,1,1,Breakfast,0,0,135,Company TA/TO,Deluxe,Deluxe,0
CUST_206,France,INN00455,City Hotel,Kolkata,10-Oct-23,113,31-Jan-24,2,2,4,0,1,1,Breakfast,1,1,166,Online Self / TA,Standard,Deluxe,1
CUST_421,India,INN00456,City Hotel,Chandigarh,14-Sep-24,35,19-Oct-24,2,0,2,0,5,5,Breakfast,1,1,135,Online Self / TA,Deluxe,Premium,0
CUST_069,Canada,INN00457,City Hotel,Chennai,18-Jul-24,68,24-Sep-24,2,0,2,1,3,4,Breakfast,0,0,130,Online Self / TA,Standard,Deluxe,0
CUST_575,Germany,INN00458,City Hotel,Goa,21-Mar-24,113,12-Jul-24,2,0,2,0,3,3,Not Selected,1,1,96,Online Self / TA,Standard,Standard,0
CUST_243,USA,INN00459,Resort Hotel,Kochi,16-Jul-24,21,6-Aug-24,2,0,2,0,2,2,Breakfast & Dinner,1,3,160,Company TA/TO,Premium,Premium,0
CUST_445,Germany,INN00460,Resort Hotel,Kolkata,25-Jun-24,6,1-Jul-24,3,0,3,0,1,1,Not Selected,0,0,135,Direct,Standard,Standard,1
CUST_021,India,INN00461,Resort Hotel,Goa,31-Aug-24,7,7-Sep-24,2,0,2,0,3,3,Breakfast,0,0,127,Online Self / TA,Standard,Deluxe,1
CUST_121,India,INN00462,Resort Hotel,Kolkata,23-Nov-24,17,10-Dec-24,2,0,2,2,2,4,Breakfast,0,0,164,Online Self / TA,Premium,Premium,2
CUST_088,Australia,INN00463,Resort Hotel,Chennai,30-Nov-24,1,1-Dec-24,2,0,2,0,1,1,Breakfast,1,1,145,Direct,Deluxe,Deluxe,0
CUST_047,UAE,INN00464,Resort Hotel,Chennai,21-Dec-24,2,23-Dec-24,3,0,3,2,6,8,Breakfast,1,1,112,Direct,Standard,Standard,0
CUST_530,India,INN00465,Resort Hotel,Pune,11-Jan-24,15,26-Jan-24,2,0,2,1,3,4,Breakfast & Dinner,1,1,134,Company TA/TO,Standard,Standard,1
CUST_592,India,INN00466,Resort Hotel,Lucknow,21-Jul-24,7,28-Jul-24,2,0,2,1,2,3,Breakfast & Dinner,0,0,127,Company TA/TO,Standard,Standard,1
CUST_311,India,INN00467,Resort Hotel,Kochi,28-Jan-24,11,8-Feb-24,2,1,3,1,3,4,Breakfast & Dinner,1,2,156,Direct,Standard,Standard,0
CUST_589,Canada,INN00468,Resort Hotel,Chennai,16-Oct-24,6,22-Oct-24,2,0,2,1,3,4,Not Selected,1,1,111,Online Self / TA,Standard,Standard,1
CUST_453,USA,INN00469,City Hotel,Jaipur,23-Jun-24,1,24-Jun-24,2,0,2,0,1,1,Breakfast,1,3,145,Online Self / TA,Deluxe,Deluxe,0
CUST_468,Australia,INN00470,City Hotel,Kolkata,7-Sep-24,1,8-Sep-24,2,0,2,2,1,3,Breakfast,1,1,145,Online Self / TA,Deluxe,Deluxe,0
CUST_498,Australia,INN00471,City Hotel,Mumbai,19-Mar-24,48,6-May-24,2,0,2,2,1,3,Breakfast & Dinner,0,1,123,Online Self / TA,Deluxe,Deluxe,0
